episode,nick_name,comments,like,dislike,ripple,date
52,쩡만쑤,어휴,,,,2019-08-29 11:06:00
52,우랑바리 바라야 뽀따라까,절반만 동의 합니다 유시민 작가와 같은 세대 사람인데요젊어서 대화의 벽을 느낀 사람은 늙어서도 그러드라고요많이 생각해 봤는데 가정교육이라 생각합니다그집안의 정서드라고요요새 나온 신조어중에꼰데는 늙은 자기중심낀데는 40대 자기중심결국 집구석이 결정,,,,2019-08-29 11:36:06
52,이영준,진짜 ㅋㅋㅋ 댓글 재밌네만화 캐릭터 설정상 정형화되있는 패턴 말고어린 주인공이 미성숙하고 완전하지 않고주변 어른 캐릭터들이 어른스러운 대사하는 정도의 기성적이지 않은 설정과 연출이 재밌다는 댓글 같은데 현실 투영하고 자빠졌네 누가 현실에 나이 많을수록 인격이 완성된다는 말 한적있음? 프로 불편러들 ㅉㅉ,,,,2019-08-29 12:38:21
52,lIllI,답글에 젊은꼰대들 많네 ㅋㅋㅋ,,,,2019-08-29 14:29:25
52,Again84,와.. 그냥 리얼 팬심이 느껴지는 댓글이네 하고 클릭했더니 대댓글에 왠 똥내가 이리나냐.. 그리 불편들 하셔서 세상 우찌 사신데;;,,,,2019-08-30 00:39:31
52,윤철욱,어른이 된다해서 다 완성된 인격이 되는건 아니죠 그렇기 때문에 이런 의견이 갈린다고 생각합니다어른으로서  젊은이들에게 미안할 따름입니다,,,,2019-08-30 11:56:43
52,Daum게시판,완성된 인격이 어디있냐.세상에 진리가 없듯 각자가 다른것인것.세상에 정답이 있다고 생각을 가두는 사람이 꼰대가 되는거지.,,,,2019-08-31 14:30:49
52,오준석,당연한 소릴하니까 젊은 대댓들이 발광하는겁니다학교를 다니는 이유가 뭘까요?인성을 갖추고 친구를 만나 사회성을 키우는겁니다뭐 요즘은 대학을 가기위한 도구이니 예전만 인성이 못하죠역사를보면 우리가 존경할만한 이들은 거의 다 성인이 되서 완성됩니다요즘 젊은애들은 왜 이걸 아니라 하는지 모르겠네요본인들도 어른이 될꺼고 나이드신분들도 어린 시절이 있는 똑같은 흐름대로 나이들며 살아갈터인대...틀딱이라 비하하는 애들 참 불쌍할뿐입니다뭐 어려서겠지요,,,,2019-09-01 09:13:16
52,유언비어,늙은이 틀딱새끼가 개소리도 정성껏하네 공짜로 지하철타고 버스타고다니니 정신이 무뎌지지 내 앞에 있었음 바로 아구창날아갔다,,,,2019-09-01 13:41:11
52,깜상,완성된 인격은 성인에게 있지 미성년에게 나오기 힘든게 당연하다 라는 말은 나이는 먹었지만 미성숙하면 미성년인 경우는 아예 없다고 믿으세요 ?어른은 어린아이들의 거울입니다 바꿔 말해서 어린애들도 어른들의 거울이구요 ㅎ,,,,2019-09-02 02:30:01
52,간장게장,"내가 오십다되가며 배운 인간군상은 결국 케바케라는거다. 우리회사 막내는 갓 스물 초반이지만 지 인생계획과 가치관이 바르게 서있더라. 그에 반해 곧 퇴직인 이사놈은 스테레오 타입 쓰레기지. 어려서 양아치는 늙어도 양아치고, 어려도 생각이 바로 서있는 인간은 그 상태로 이미 먹은건 나이밖에 없는 틀딱들보다 나은 인간인거지.나이 들며 확실히 늘어나는건  한가지는 있다.바로 자신의 옹졸함과 비열함을 감추고 자기는 안그런척, 갖춘척하는 위선이지. 이 위선만큼은 나이들면 들수록 잘 하더라.인정~그리고 그런 사람일수록 지 생각에 같혀서 짐짓 현학적인척 통달한척 하면서 나이=벼슬이라는 참 못난 논리를 내세우며  자기보다 조금이라도 어린사람들을 까대며 머리위에 있으려 안달이지. 꼰대 썩은내 풀풀풍기면서. 기진거라곤 나이밖에 없는 슬픈자들이 많다.",,,,2019-09-02 07:56:08
52,울프스레인,아무래도 나이많은쪽이쪼매 더 많이 보고 더 많이 이해하는 거지.물론 세상에 대한 통찰과 인격은 비례하는 건 아니다만.풋내기들 존내 나대내.어차피 나이들어도 꼰대 될 ㅅㄲ들이지.,,,,2019-09-05 02:32:09
52,호랑호랑하고울지,나이 먹어도 미성숙한 인간들이 넘쳐나는데 무얼 ,,,,2019-09-15 19:30:19
52,다일,찔린 틀딱들 부들거리면서 댓글 다는게 제일 웃기네 ㅋㅋㅋㅋㅋㅋ 니들은 틀니 3개월 압수다 ㅋㅋ,,,,2019-09-30 15:57:00
52,앨리스,제가 느낀점도 그래요! 좋아요 누른다는게 실수로 싫어요를 눌렀는데 취소가 안되네요. ,,,,2019-10-07 01:22:17
52,실온보관,와 찐꼰대자너 ;;;,,,,2019-10-09 22:49:26
52,Temperance,"젊은 캐릭터들이 중2스러운 대사를 내뱉는 건 꽤 재미있지만 억지스럽다고는 생각하긴 해요. 하지만 나이가 어리다고 해서 '성숙하지 않다'는 말에는 동의할 수 없네요. 당장 주변만 둘러봐도 어린 나이에 온가족을 부양하면서 묵묵히 살아가거나, 자신의 힘듦을 참으면서도 주변에 도움을 주기위해 헌신하는 아이들도 얼마나 많은데요. 게다가 아시겠지만, 일제강점기와 민주화 운동때에는 제 몸을 아낌없이 희생한 청년들과 학생들이 다수였습니다. 하지만 그들 중 일부는 나이가 들어가면서 오히려 변절을 한 경우도 있었지요. 이런 걸 보면 나이가 들었을 때 '성숙'하기보단 '부패'해버리는 경우도 많은 것 같습니다. 나이가 성숙여부를 재단하는 옳은 기준점은 아닌 것 같네요.",,,,2019-10-24 15:22:06
52,칠전팔기,완성된 인격은 성인에게 있다는 말이 정말 웃기네요~저는 당신의 댓글에 조소를 표현합니다~~,,,,2020-09-12 11:48:21
52,Dddd,엌ㅋㅋㅋ 꼰머등장 ㅋㅋ 완성된ㅋ인격ㅋ 나이 오십넘어서 어린유저 패고 다니면서 돈자랑하던 틀니생각나네 댓쓴이랑 결이 비슷할듯 ^^~ㅎ,,,,2020-12-13 14:33:00
52,젠젠젠젠틀맨이다,그냥 그럴수도 있겠다 하는 댓글에 지청신같은 마인드 가진 놈들이 태반이네... 완성된 인격이라는 단어 하나에 꽂혀서 전체를 볼 줄도 모르니 당연히 꼰머라고 받아들일 수밖에 없겠지ㅋㅋ 하이고...,,,,2020-12-15 18:32:58
52,원숭이,카운터들 아무도 죽지마요ㅠㅠ,470,10,1,2019-08-14 22:08:26
52,김진영,아 싫어요 잘못누름 ㅠㅠㅠㅠ 아 카운터 줏지마여ㅠㅠㅠㅠㅠ 좋어요눌러야되는ㄷ ㅠㅠㅠ손가락 살쪄서ㅓㅓ엉엉 ㅠㅠ,,,,2019-08-18 17:40:59
52,비엠,또 일주일을 ~~~~~~~~아아아,272,7,2,2019-08-14 22:12:02
52,김민석,다음화 다음화...주세요 제발ㅠㅠㅠㅜㅠ,,,,2019-08-15 01:12:14
52,핸드폰x,아 싫다ㅜㅜ또 다음주야......,,,,2019-08-16 18:07:20
52,세눈박이욘,"좋은 작품이란,악당이 당장 패배하는 결론을 바라면서도작품의 종착점에 다다르는 진한 아쉬움에더 끌어 줬으면 하는 바람이 혼재하는 작품.",213,1,1,2019-08-14 22:29:00
52,김하늬,크... 맞아요 다른작품들은 질질끄는것같고 빨리 싸움 끝났으면 좋겠단 생각드는데 이거는..... 하... 진짜 절대 악이랑 싸우는데 지루함 1도없고 빨리 안끝났으면 함 ㅜㅜ,,,,2019-08-29 08:48:13
52,새롬,와..영화로 보고싶다 진짜...,145,21,6,2019-08-14 22:21:46
52,감자,나온다면 실사말구요...완전 애니메이션으로!!!!!!,,,,2019-08-15 01:01:59
52,박모군,제발 실사는 절대절대 안됨 ㅜ,,,,2019-08-15 13:13:46
52,이영귤귤,진짜 영화로 저 연출을 못낼듯 애니로 나오면 재밌겠네요 ,,,,2019-08-28 22:40:39
52,상민소희,요새는 실사 가능해요..,,,,2019-08-29 00:41:27
52,슈아,영화보면 실망할것같아요... ,,,,2020-06-07 16:29:47
52,민채,드라마 나왔어요...다음내용 궁금해서 웹툰으로 왔다죵><,,,,2020-12-15 04:12:41
52,moon,저 마귀새끼. 너덜너덜하게 만들어서 꼭 소환해주세요...모탁형님ㅠ,117,0,0,2019-08-14 22:17:44
52,촐랭이V,"솔직히 퍼펙트 게임 보면서 이건 정말 인생작이다. 싶었는데, ..... 이번에 그걸 경신해 버리시네... 장이 작가님(김응경, 선인장 님도) 진짜 대단하시구 감사 합니다. ",77,0,2,2019-08-14 23:20:24
52,Kristi,그래도 저는 아직 퍼펙트게임에 더 마음이 갑니다. ㅎㅎ장이님 작품들 다 너무 좋아요.,,,,2019-08-29 04:54:46
52,글쎄요,증말 동감입니다 ㅠㅠ 증말이요 너무 결재를 하고 싶어요 ㅠㅠ,,,,2019-08-29 14:41:52
52,딸기케익,숨 못쉬고 스크롤 내림. 하... 역대급ㅜㅜ,66,0,0,2019-08-14 22:13:32
52,donglee,미리보기의 미리보기 좀 주셔요. 힝,56,6,0,2019-08-14 22:14:47
52,김민주,ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ미리보기의 미리보기는 없나요,28,1,0,2019-08-14 22:14:50
52,캐롤라인,땅 언제와요 ㅠㅠㅠㅠ,24,1,0,2019-08-15 00:39:38
52,붐바스틱,다음화는 내가 소환하고 싶다 아아아,23,0,0,2019-08-14 22:47:31
52,임명근,가모탁 쌈실력에 무릎 탁치고 ㅈㅏ러갑니닿ㅎ,13,0,0,2019-08-14 23:38:50
52,조현준,아제발다음화주세요 제발진짜 어어엉 ㅠㅠㅠ,10,0,0,2019-08-14 22:06:38
52,김미란,숨도 안쉬고 몰입해서 보다가 정류장 하나 건너서 내림 후,9,0,0,2019-08-15 09:14:15
52,에라이,광복절 눈뜨자마자 보는 웹툰,8,0,0,2019-08-15 09:04:00
52,신종근,쫌~~~~,7,1,0,2019-08-14 22:08:29
52,jaylovesparkha,숨막히네요,7,0,0,2019-08-14 22:04:50
52,닉네임,와 진짜 너무 재미있어.,6,0,0,2019-08-14 22:59:04
52,급식,엉엉 얼른 다음화를,6,2,0,2019-08-14 22:08:03
52,Respect4U,"가모탁행님 쌈 잘하는건 알고 있었지만, 이번화는 진짜 카리스마 쩌네요 ㅠ앞에 있었으면 오줌 지릴뻔~",3,0,0,2019-08-28 23:43:24
52,유영직,올만에 고구마,2,0,0,2019-08-28 23:30:03
52,풍타,왜 이걸 보면서 영화로 보고싶단 말을 하는지 도데체 이해하지 못한다. ,2,1,0,2019-08-25 12:58:17
52,남미라,다필요없고 훈수 원하는방향 그딴거 다필요없고.줜나재밌다. 끝,2,0,0,2019-08-16 22:41:54
52,kato,제발 아무도 죽지마요 ㅠㅠ,2,0,0,2019-08-15 22:12:33
52,-_-흥-_-,악마새끼ㅠㅠㅠ 모탁이오빠 몸조심히 쟤 좀 잘근잘근 밟아줘요ㅠㅠㅠ,2,0,0,2019-08-15 17:57:08
52,휴,엉엉ㅜㅜ망했다ㅡㅜ그동안 잘참았었는데ㅜㅜ결재의늪에빠져버렸...ㅜㅡㅜ,2,0,0,2019-08-15 14:32:58
52,NO31딸부자,소문이도 좋은데 시끄러운 오찬호랑 감독님이랑도 보고싶네요!퍼펙트게임 이어지는 시리즈 계획없을까요?,2,0,0,2019-08-15 13:16:20
52,숯땡이,와 진짜 만화보면서 결제한 적 없었는데 처음으로 결제해봤네요 손이 떨릴 정도로 재밌습니다 작가님 퍼펙트게임도 단행본으로 다 있는 팬입니다 앞으로도 계속 결제하게 될것 같습니다 사랑합니다 ㅎㅎ,2,0,0,2019-08-15 10:36:11
52,eddy,아.... 다음 회차가 없습니다 ㅠ,2,0,0,2019-08-15 09:18:22
52,자축인묘진사,아아아 다음편어어어,2,1,0,2019-08-15 08:59:35
52,카카몬트, 주인공 우는게 자기 역할인가?  매번 우는구나 ,1,2,0,2020-11-02 13:50:20
52,제주도흑도새기,이거  영화로 나오면 대박날듯.드라마도 좋고~~^^♥,1,0,0,2019-08-30 17:30:50
52,AsPhAlTiC,언제까지 결재 안하고 버틸 수 있을까...너무 너무 너무 너무 너무나도 궁금하다....완결이 아니더라도어느 정도 결말이 나는 회차를 알면 그 땐 몰아서 미리 볼텐데...보고 나서 허무할 일이 걱정이라 미리보기를 못하겠다....,1,0,0,2019-08-29 13:38:22
52,최은성,미리보기인데 먼베댓이 이캐많어;;;,1,0,0,2019-08-24 20:47:51
52,DDLuna,장이님의 만화는 가슴을 뛰게한다,1,0,0,2019-08-22 01:30:24
52,cromice,휴우... 숨쉽시다. 대한독립만세!,1,0,0,2019-08-15 08:58:18
52,가시나무,3주째 고구마만 먹었더니 힘들어요...이제 사이다 주세요~~,1,0,0,2019-08-15 08:42:00
52,종서,일부러 천천히 내렸는데... 악 볼 수록 더 궁금해서 미치겠어요 작가님....!!!! ㅠㅠㅠ 소문인 아닝라고 하니 또 금방 믿네요 아직 아가다 아가 귀염둥이 사랑스러운 소문이 힘내라..!!!,1,0,0,2019-08-15 05:26:21
52,김도훈,미 ㆍ 쳤 ㆍ 다,1,0,0,2019-08-15 01:50:25
52,오재훈,왜 평점 10점이 아니고 9.9인지 이해가 안가는 만화,1,0,0,2019-08-15 00:54:16
52,정진욱,전개가 느리던 빠르던 상관없어요 너무 재밌어요그냥 일주일 한 4번정도 미리 앞당기고싶을뿐 ㅠㅠ,1,0,0,2019-08-15 00:41:28
52,정까,넘나리 잼ㅜㅜㅜㅜ결제 여태까지 잘참았는데 결국 질러버렸다 이제 결제의 늪에 빠지게되겠지...,1,0,0,2019-08-14 23:54:38
52,레드오,워~ 최고입니다. 작가님 감사합니다. ,1,0,0,2019-08-14 23:36:32
52,민영,가모탁씨 뭔가 나중에 죽을꺼같우ㅠㅜㅠㅠ,1,0,0,2019-08-14 23:27:02
52,초고수,소뮨아 소문아! 제발 어리버리 타지말고 야무지게 해라!,1,0,0,2019-08-14 23:21:40
52,dodo,ㅠㅠ,0,0,0,2020-11-04 01:30:10
52,튼튼,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0,0,0,2020-10-10 18:14:54
52,guadeloupe,다른건 몰라도 격투신은 멋지네..,0,0,0,2020-10-09 23:19:01
52,지유,소문이 아직 어리잖아요.. 아무도 희생안하고 상처 안받았으면 좋겠다,0,0,0,2020-09-28 20:19:35
52,최희강,생각해보니 이만화는 뼈부러트리는걸 좋아하네...,0,0,0,2020-08-29 15:16:08
52,영,모탁아 힘내ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0,0,0,2020-07-27 02:26:42
52,무한꼬장,한놈가지고 겁나게 해먹네 내용 ,0,1,0,2020-06-27 18:40:18
52,도른자,흡ㅠㅠㅠㅠㅠㅠㅠㅠ,0,0,0,2020-05-05 16:54:13
52,아리어스,나이든 캐릭터는 괜찮은데 젊은 캐릭터는 다 왔다리 갔다리야,0,0,0,2020-01-27 03:10:52
52,포롱거리다,와...존나 재밌다,0,0,0,2019-11-27 21:51:02
52,이리,팀원들 같은 차 타고 이동했는데 오7 둘맊에 안오냐??,0,0,0,2019-11-24 13:32:47
52,Mystique,진짜 완벽한 작품이예요!!!! 아 눈물나.,0,0,0,2019-10-26 23:15:53
52,caesar0927,"최고의 웹툰, 추천합니다.",0,0,0,2019-10-11 22:51:05
52,김연혁,ㅜㅜㅜ,0,0,0,2019-10-05 11:27:08
52,Bluelemon,😥😥😥😥😥,0,0,0,2019-09-28 05:01:37
52,부엉이,다치지말고 악을 무찌르자 제발~~,0,0,0,2019-09-16 00:17:22
52,설록,하 벌써....,0,0,0,2019-09-04 02:38:33
52,디오티마,으아아악!!!!!!! 어제 시작해서 정주행 마쳤습니다 ㅎㅎ,0,0,0,2019-08-30 16:28:01
52,Cinderella Man,파송송~가모탁!,0,0,0,2019-08-30 08:14:29
52,산길따라걷기,"최고의 웹툰, 추천합니다.",0,0,0,2019-08-30 00:07:06
52,물개,가모탁 죽지 마세요ㅠㅠ,0,0,0,2019-08-29 22:17:46
52,흑우,하루만에 정주행 했네,0,0,0,2019-08-29 19:36:30
52,복스타,굿굿굿 ,0,0,0,2019-08-29 19:26:23
52,동굴여우,숨좀 쉬자. 죽겄다. 만화보다 죽으면 우습잖아?,0,0,0,2019-08-29 16:57:55
52,PENNY,땅만 오면 너흰 다 죽었어.,0,0,0,2019-08-29 14:44:06
52,성빈,제발.. 너무재밌어,0,0,0,2019-08-29 13:48:39
52,mr_bin,아진짜 제발 카운터팀 무사하게 해주소서,0,0,0,2019-08-29 11:39:07
52,붉은노을,주인공 발암각인가??,0,0,0,2019-08-29 10:54:12
52,Staystill,"나쁜 놈들은 타인의 고통으로 이익을 취하거나 무감각하거나 또는 즐기지, 저 마귀",0,0,0,2019-08-29 09:31:19
52,샤킬로니,모탁형님 이대로 보내실건가요 ㅠㅠ,0,0,0,2019-08-29 09:26:45
52,제스토,불안하게 우리 모탁형님이....제발 죽지 않길~~,0,0,0,2019-08-29 08:59:50
52,지푸라기,지금껏 참았는데 결제 까이꺼...손꾸락이 근질근질...,0,0,0,2019-08-29 08:59:34
52,박수연,"최고의 웹툰, 추천합니다.",0,0,0,2019-08-29 08:30:17
52,grooveK,아 너무 슬프다 진짜 ㅠㅠ,0,0,0,2019-08-29 08:22:26
52,루시페르,거의...마물 단계 같아서...아쉬움이...,0,0,0,2019-08-29 08:07:38
52,폭스바겐 Jetta,끝날때가 얼마 안남은건가..,0,0,0,2019-08-29 07:53:22
52,지나가는바람,미칠것같아요.. 또 일주일을..갑자기드는생각..작가님이 일본과의 문제를 다룬 내용을 만들어주신다면..  얼마나 시원하고 통쾌할까??! 라는 가슴벅찬 상상을 해봤습니다~  차기작 소망해봅니다~^^,0,0,0,2019-08-29 07:46:11
52,컬라,캐릭터들이 다 너무 매력적이다,0,0,0,2019-08-29 07:40:12
52,Apollonian,좋은 작품 감사합니다 :),0,0,0,2019-08-29 07:16:56
52,leader,아무리 고딩이라도 약해 빠져서 어디다 써먹어감성적이고 왜 주인공인지 모르겠어 감성  가족드라마 보는건 아니잖아,0,0,0,2019-08-29 07:14:05
52,박성주,모탁형 왠지 동귀어진할듯,0,0,0,2019-08-29 06:13:43
52,그레이하운드,당신은 천재요. 내가 그리 정했쏘~,0,0,0,2019-08-29 04:34:47
52,소피아,땅의 흐름이 필요한 곳은 소환하거나 소환해주는 방법은 없나봐요. 하늘의 한계인가???? 악은 규제가 없다면 선의 어것은 안되고 저것은 하지마라는 규제가 넘 많은 듯.. 카은터들 힘내세요!!,0,0,0,2019-08-29 03:52:20
52,녹색중독,욕이 너무 많이 나와ㅠㅠ,0,0,0,2019-08-29 03:03:29
52,워킹맘,아휴 왤케 재미짐..미치긋네..,0,0,0,2019-08-29 01:03:37
52,moon,존나재밋다 진짜 ㅠㅠ,0,0,0,2019-08-29 00:54:34
52,황지현,너무 재밌다ㅠㅠㅠ엉엉,0,0,0,2019-08-29 00:24:58
52,김광미,최고입니다,0,0,0,2019-08-29 00:12:34
52,진호,아니;;; 재미라도없던가;,0,0,0,2019-08-28 23:58:50
52,05-기 욱,zzzz,0,0,0,2019-08-28 23:29:48
52,잠만보,봐야긋다!!! 안되것다!!결재한다!!!,0,0,0,2019-08-28 23:21:45
52,은가비,아~ 보는 내가 다 아프네요~~,0,0,0,2019-08-28 23:15:01
52,이주희,맞아요. 아이는 아이다워야 재밌고 매력있는 캐릭터가 되는것같아요. 매주 잘 보고 있습니다!,0,0,0,2019-08-28 22:41:54
52,뭘해도됨,땅이 와줘야 할텐데,0,0,0,2019-08-28 22:27:24
52,무니이이,죽지마라!!!!아니 죽이지마라!!!!작가냥반!!!,0,0,0,2019-08-28 22:12:11
52,담그매,진짜 재밌다,0,0,0,2019-08-28 22:10:55
52,NONE!,캐쉬 소환 다음 편 소환,0,0,0,2019-08-26 23:26:57
52,행복한야,장이님~ 최고!!!,0,0,0,2019-08-26 13:43:16
52,오영택,결제를 멈출수 없더,0,0,0,2019-08-22 06:32:53
52,룰리,에바 재밌네,0,0,0,2019-08-22 00:49:09
52,사랑옵다,진짜 너무 궁금해서 처음으로 결재했어요 진쯔....늘 다른 작품 기다려만 봤는데.....하.....너무 재밌어......,0,0,0,2019-08-22 00:16:02
52,겸둥려니,진짜 매번 두근거리고 눈물납니다!!,0,0,0,2019-08-21 18:00:15
52,메이,아직 미리보기가 없어서 또보고 또봐요ㅜㅜ,0,0,0,2019-08-20 22:15:52
52,쥬앙,안되겠다.....장이 잡으러 가야겠다.....,0,0,0,2019-08-20 18:44:58
52,kimseonmi,처음으로 결제하고 보고 댓글도 남기네요ㅠ인생웹툰입니다~~선과악으로 결말해주세요ㅠ,0,0,0,2019-08-20 16:17:09
52,데미안,굿,0,0,0,2019-08-20 00:01:07
52,보람,아...캐시로 질렀지만 아깝지가 않다....,0,0,0,2019-08-19 08:39:55
52,korykory,아나 장이님 더줘요 빨랑..ㅠㅠ 경소땜에 와이프한테 큰허락하에 천원 캐쉬했는데 이러면 앙대요 ㅠㅠ,0,0,0,2019-08-17 22:25:40
52,이남혁,하 결제 다해버렸네... 작가양반 미리보기 10개만 더 줘바...😭😭😭,0,0,0,2019-08-17 18:26:07
52,서의정,모탁 아저씨 사망 플래그 아니죠? ㅜㅜㅜㅜㅜ 아무도 죽지 않게 해주세요 작가님 ㅜㅜㅜㅜㅜ,0,0,0,2019-08-17 00:59:25
52,이효진,여사님이랑 가모탁 ㅠㅠ넘 위험해 보여서 심장이 쫄깃..작가님 제발 두분 살려주세요.,0,0,0,2019-08-16 23:02:50
52,멋진남자,돈 준비됐는데 왜...더 안그려주시나요 다음화가 별로없잖아요ㅠㅅㅠ 작가님 미워 ㅠㅅㅠ,0,0,0,2019-08-16 11:01:28
52,날개,ㅠㅜㅜㅜㅠㅜㅜㅜㅜㅜㅜㅠㅠㅠㅠㅠ소문이 너무 애처롭잖아여 ㅠㅠㅠㅠㅠㅠㅠ 저ㅠ어린것이 ㅜㅜㅜㅜㅜㅜ 작가님 너무 재밌어요 ㅠㅜㅜㅜ 근데또 너무 슬퍼요 ㅜㅜㅜ,0,0,0,2019-08-16 10:26:46
52,김민건,미리보기좀 팍팍만들쟈,0,0,0,2019-08-16 09:19:08
52,김근덕,미래의 날씨는 어떻습니까? 우리는 태풍때문에 하루종일 비왔어요. 덕분에 좋은 작품 봤어요,0,0,0,2019-08-15 23:45:12
52,붐바스틱,땅이 오려면 한 5분 남았으려나 땅오면 쟤네가 토낄지 아니면 제압될지,0,0,0,2019-08-15 23:28:56
52,라디엔,작가님 결제 얼마든 할수있어요ㅎㅎ 많이 많이 올려주세요ㅎㅎㅎ,0,0,0,2019-08-15 22:46:29
52,우야꼬,다음웹툰 중 유일하게 결제해서 보는 웹툰...은 아니네 아비무쌍하고 같이 쌍두마차 ㅋ,0,0,0,2019-08-15 21:29:11
52,uuhu,악 또결제해버렸다 ㅜㅜ,0,0,0,2019-08-15 19:37:36
52,클리프,아~결재의 늪을 헤어날수가없네요.,0,0,0,2019-08-15 19:08:24
52,이현정,다봤어요 ㅠㅠ 왜 난 다 본걸까요..ㅠㅠ 다시 1화부터 또 봐야겠어요 그렇게 매주 1화부터 다시봅니다 ,0,0,0,2019-08-15 17:26:24
52,이태경,하아.. 이제 숨쉬자,0,0,0,2019-08-15 15:04:22
52,나나,최고!!!,0,0,0,2019-08-15 14:32:26
52,이성훈,일주일에 최소 3번이상 연재하라 연재하라,0,0,0,2019-08-15 13:58:32
52,WorldWide_Love,최고,0,0,0,2019-08-15 13:54:54
52,holimjoo,언제기다료ㅜㅜ담편ㅜㅜㅜ,0,0,0,2019-08-15 13:21:54
52,초심,최고. 소문나. 힘내,0,0,0,2019-08-15 12:51:57
52,이대한,작가님.... 어디다가 모셔두고....비축분...풀게 만두 사드립시다...충전해뒀는데 왜 쓰게안해주시는겁니까...ㄷㄷㄷㄷ,0,0,0,2019-08-15 12:22:47
52,sarangz,아 어껴놨던거썻는데도 이만치에서 끊기다니 ㅠ,0,0,0,2019-08-15 11:58:23
52,서동민,와....씨 이거 왜 슬슬 완결날거같지??,0,0,0,2019-08-15 11:21:15
52,피터팬,재미나다,0,0,0,2019-08-15 10:57:38
52,이콩,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ일주일 언제가냐..,0,0,0,2019-08-15 10:46:10
52,깡가33,일주일 또 어떻게 기다려요ㅜㅜ,0,0,0,2019-08-15 10:39:47
52,퍼니영,아껴아끼며 봤어요 ,0,0,0,2019-08-15 10:25:34
52,깜보,미치겠네~~~,0,0,0,2019-08-15 09:44:47
52,Angelos,역시!!!믿고 보는 장이 자까님!!!!!,0,0,0,2019-08-15 09:29:43
52,작은새,작가님께 선불 걸어놓고 미리보기 쫙 땡기고싶다......,0,0,0,2019-08-15 08:50:50
52,고숨,아 작가양반 사인회하쇼 사인회좀가게 진짜 가슴이두근대네,0,0,0,2019-08-15 07:56:57
52,엉클홍,사망플래그가 너무 많이 깔렸어..ㅠㅠ,0,1,0,2019-08-15 07:03:09
52,강황용,왜 왜 작가님미워,0,0,0,2019-08-15 06:03:26
52,쩡이,진짜..미리보기 마니 만들어줘여 자까님,0,1,0,2019-08-15 04:04:45
52,디니,땅이 오고있다 다음편이 보일려고 한다....,0,0,0,2019-08-15 03:43:18
52,alejandro,작가님 진짜 쵝오!!!숨도안쉬어져,0,0,0,2019-08-15 02:34:25
52,녹차왕,이 작가는 친절해궁금증을 해결하두고 그라도 떡밥은 남겨주고우리가 뭘좋아하는지 정확히 알아서잘긁어줘 상냥하다? 친절하다? 아무튼 좋아,0,0,0,2019-08-15 01:21:04
52,즐겁게,심장터지는 줄 알았어요.ㅠㅠ,0,0,0,2019-08-15 01:19:27
52,뽀얀악마,이것 보려고 자그만치 일주일을 기다렸는데.....또~~~~~~~~~다음주를 기다려야 하나............으아아아아악!!!!!!,0,0,0,2019-08-15 01:17:53
52,태양왕오센치,죽지마ㅠㅠ,0,0,0,2019-08-15 00:45:03
52,꼬막3개,👍,0,0,0,2019-08-15 00:40:35
52,송영민,금발 아저씨 사망플래그 기운이 느껴지지만 제발 무사하길..,0,0,0,2019-08-15 00:39:29
52,달위에토끼,울고 있을 시간이 있나..,0,0,0,2019-08-15 00:38:02
52,푸른하늘바람,너무 끈다....,0,5,0,2019-08-15 00:33:35
52,김병민,거 작가양반 돈은 있는데 그림은 왜 없소,0,0,0,2019-08-15 00:26:15
52,spica_my star,부디 가호가 닿기를.. ,0,0,0,2019-08-15 00:25:22
52,tmzkt,우리 애한테서 떨어져!! 울 소문이는 이미 가족이야!!!이 만화 너무 좋다. 숨 참으며 다 보고 다시 스크롤 올리는 한참 올라가네,0,0,0,2019-08-15 00:24:35
52,해피아미,결제의늪에 빠져버렸어요,0,0,0,2019-08-15 00:20:47
52,김해공항,얼마라도 낼테니 제발 다음화 다다음화.... 제발요..작가님 ㅠㅠㅠ,0,0,0,2019-08-15 00:20:08
52,obportu,넘 슬프다 소문이 만큼이나 어떻게 일주일을 또 기다리나요 엉엉엉엉 ,0,0,0,2019-08-15 00:13:48
52,아무르타트,하아..우리 장이 아재.. 잡아다 놓고 만화만 그리게 해야겠다...,0,0,0,2019-08-15 00:11:20
52,김지형,모탁이성 아직 할 일 많다~ 추여사 니도 마찬가지다~,0,0,0,2019-08-15 00:10:56
52,곰파워,아... 안돼 ㅋㅋ 오늘도 잘 봤습니다 :) 너무 재밌어요 호호,0,0,0,2019-08-15 00:10:35
52,조준호,더주세요.....ㅠㅠㅠㅠㅠㅠㅠ,0,0,0,2019-08-15 00:09:38
52,살려줘요우앙,나 목욜 이거 하나보는데......항상 기다리다........지쳤어요 땡뻘,0,0,0,2019-08-15 00:06:13
52,종시,악당이 정말 나쁜놈이라서 넘 재밌당,0,0,0,2019-08-15 00:04:07
52,준이부,아.. 모탁이형 사망플래그ㅜㅜ,0,0,0,2019-08-15 00:00:57
52,광자킥,아.. 쿵쾅쿵쾅...,0,0,0,2019-08-14 23:59:51
52,한영진,작가님 우리 술한잔 합시다  내가 들을말이 많아서그래~~,0,0,0,2019-08-14 23:53:53
